	text	labels
3485296	Well, you know, that's why we grant certiorari in cases, because we don't think one... one rule should be... obtained in New York and another rule in New Orleans, but I don't think we ever thought it was the Equal Protection Clause that--	1
5359984	I asked you whether any of them show that it was, in fact, a building or a car or a boat.	1
3389710	It's hard to say the homeowner had abandoned this heat information.	1
713862	Well, I guess you would be content with just relying on whatever was disclosed at the plea colloquy in court.	0
5811912	General Underwood--	1
7953597	And then the state went to federal district court and said, you, federal district court, should decide these issues.	1
9438754	They gave them permission to have these slot machines, which they didn't before, so they're preferring the racetracks by giving them this, but they say not too much because we're going to let you make money from these slot machines, but not too much.	1
1002470	They are designed to protect people that put their money in the hands of other people who are running business...  businesses...  and from whom they expect to make a return.	1
1305782	Well, what if we have the rare case?	0
3381397	Now, when we look at those days, we get maybe... I don't know how many days per year, but not all that many, and maybe one every 3 years or something, but let's say it's 100 days a year.	1
8703729	Right.	1
8611828	And as for CASAC and the parties not favoring going below what you finally picked, I mean, that can be explained because they, unlike, unlike EPA, may have been taking economic effects into account.	1
3634773	Is it an as-applied challenge, of some kind?	1
8713430	Yes.	1
7676700	Sure.	1
7789866	In fact, do you have even any right... as far as I can see, what he's complaining about in the State criminal process is a deprivation of constitutional rights.	1
5498158	[Inaudible]	1
1718966	So is getting behind a wheel when you're drunk and turning on the keys.	0
6782522	Where do I look to find if that's so or not?	1
210042	The Sacramento River waters couldn't go to the San Joaquin if the Friant didn't back... didn't stop the natural tributary.	1
1979782	And I think they have determined for the time being...	0
2267681	So is it a step to say they can implicitly agree the same thing?	1
3069602	Yes.	1
1780607	So we are talking about the first degree burglary--	0
5867303	I understand.	1
9377945	that. Or --	1
687484	Well, I... it doesn't say that.	0
4630141	For the race, there's a great disparity between the parimutuels.	1
9611240	We don't... we don't have the figures on that.	1
3003127	I read your brief.	1
4329308	where I am. But...	1
1166610	--by way of a defense.	0
7939671	--but... but I don't think you carry the day on that point.	1
2482411	Has Illinois showed no interest at all or concern about this particular site?	1
4359454	Thank you, Your Honor.	1
7758245	Yes.	1
4075937	All right.	1
8998566	prac-	1
9346091	[Laughter]	1
2072602	Under the statute, I mean, that's your position under the statute, isn't it?	1
1047228	[Inaudible]	1
1663384	Well, Your Honor, I would respectfully disagree.	1
3356251	Whom does the notice to withhold go?	1
1226330	Do we send it back...	0
450000	advisory...	1
6471786	If it's a direct donation to a state candidate, if it is a Get Out the Vote phone bank that advocates that the voters go to the poll and vote for the governor, if it is a mailing, as under the California... as the California party affidavits of Ms. Bowler and Mr. Irwin indicate, that they send--	1
6327421	But it isn't passive because you have a lifetime obligation to update it.	1
2337974	here's the thing.	1
7554153	And this wouldn't be an unusual district if other states linked their major cities with a ribbon in between to make it contiguous?	1
2216745	Don't you.	1
5612989	And when you put all those together, where do you go?	1
2943928	change?	1
2075806	specific...	1
1458040	Where does that interest stem from?	1
971807	Absolutely.	1
7338778	But the main coach, even in the private school, would have to be a full-time employee?	1
1846083	Well, I guess these points were made in prior litigation efforts, maybe not by Mr. Stephenson, but these points were litigated, were they not?	0
5644629	that there's a consensus and want to argue it's just not enduring? Or what is it you're...	1
1274738	Well, it was filed before a responsive pleading--	0
1803988	Your Honor. We have in this particular case...	1
8484459	I don't see why the jury gets into this at all.	1
8782790	Well, isn't part of the answer that it allows release from the Sacramento into the San Joaquin, which--	1
9387360	Congress...	1
3923162	[Laughter]	1
7022817	Los Angeles was concerned...	1
9564770	using...	1
1963386	Should we apply Arkansas Electric and say that's binding?	0
8979862	phase.	1
2566592	Is that... that was the problem the court had below.	1
9317379	It sounds like coordination to me.	1
1560431	And I think the reason it said generally was because some of those provisions do not deal with the initial substantive requirements for getting relief, but deal to such matters as what are the conditions for appeal.	1
1054217	If he had, himself, shredded the documents, or destroyed them, that was perfectly okay at the time it was done.	1
174879	Maybe I'm not reading it right--	0
3488951	So if it's easier to use race, we'll just use race, just save ourselves all the trouble.	1
8868765	Well, by implication McNally seemed to assume that it was... the statute covers only money or property obtained from the victim.	1
246398	--Ms. Bohr, at the Appeals Council level?	0
7155350	And he talked to all of them and talked to the defendant as well.	1
1577982	contrary one...	0
4657980	those two.	1
143310	Why shouldn't the federal court have decided these issues of immunity of the officers when it had the case before it?	1
1502017	Is that possible?	0
147033	I thought that perhaps since they didn't think the first statement posed a problem that they never really got to the crux of the jailhouse inquiry.	0
3367876	And it is, I think, somewhat unusual that in the strange circumstances of their disappearance, that there wouldn't be some small amount of time given to find out what had happened.	1
1313913	And what has happened to this... to Mr. Johnson since the Sixth Circuit decision?	0
26401	And was it argued at that hearing by the State that Stumpf was the triggerman?	0
7881046	I can't imagine why... well, in my... in... I think he told us first of all in most cases it means nothing at all.	1
5622032	very...	1
6898792	Why isn't it a sensible distinction to draw?	1
5926323	So what about your...	1
7298369	are you re-	1
6845936	Why does it matter?	1
7439509	thirty-one twenty-one A. Thirty-one...	1
8578569	Specificity in what respect?	1
1018612	Under law 280.	1
2085347	But then you're saying it has to be Federal authority, the FTC, and the FDA, at the time they thought they might regulate nicotine as a drug--	1
6427119	I mean, your...  your brief and your presentation certainly urges us to go that route.	1
1129639	But you said they couldn't do that on remand.	1
2435794	penalty.	1
587663	The tax is measured by the wages they pay or are deemed to have paid their employees.	0
87040	That there's nothing in the record to show that.	0
2257072	Where are we?	1
8367273	Is that what you're--	1
4974472	Well, we're reviewing a Ninth Circuit holding, which seems fairly open-ended.	1
5587295	Now, the states have not worked their way through that.	1
551243	So purely as an accounting...	1
1978472	But in the real world I'm wondering how this mistake... who caught it?	1
2847796	You say they won't arise because the tribe now agrees, but they might change their mind.	1
7924945	I think the Solicitor General's response to that, if I understand the briefs, is that, in effect, is the decision that Congress reserved to itself by periodically taking up the question of revising implementation standards as it has, as we are going to get to, I guess, in the next case.	1
3933743	they have this --	1
8399380	and coming back and...	1
3532521	It wasn't even decided in--	1
2306435	I'll instruct you.	0
359601	That was a broad categorical rule.	0
8393983	The position of the Government in... in saying that any misuse by any guest, whether on or off the premises, will result in a forfeiture does seem to operate in a rather draconian fashion in some of the examples we've been given in the briefs.	1
283673	You have to put out pleadings that make clear what your theory is--	0
997454	Okay.	0
6364309	This is far removed from that.	1
2435936	And I don't know how far that would take us if we--	1
9626880	Take his hypothetical.	1
6751624	If that's--	1
893266	--from the evidence?	0
7878279	Abandonment.	1
7778758	Your brief reads to me... at about page 15... to suggest that you're proposing a broad rule that probable cause exists to arrest all occupants of a car anytime commercial quantities of narcotics are found in the passenger portion of the car.	1
567586	No.	0
1161111	I'm not... I don't know the answer to that, Mr. Chief Justice.	1
3980436	And the indications were that at least then Secretary of Commerce Hoover thought employees shouldn't be covered at all, and he presented language to the Congress which approved it, and yet you want us to say that Congress did intend to include for arbitration contracts of employment over which the jurisdiction was most questionable, and yet exclude it for those where the jurisdiction of Congress was clearest at the time, which seems a little odd to me.	1
5888485	Perhaps, but that isn't what Congress did here, Justice Breyer.	1
6168082	Do you... do you think that any other provisions of the Communications Act are enforceable under 1983?	1
1812588	It has nothing to do with common law versus legislation, does it?	1
4003755	Well, if there are 35 buildings on the premises, how many did the Government use since 1960?	1
3493197	been pretty much abandoned.	1
794561	Yes.	1
6287978	No, no.	1
664631	As far as as...	0
2211940	They're... they're different businesses.	1
2066973	May I ask you on that question... I understand they haven't done it, but is there an administrative procedure in which they could have said, here are our books, take a look at it, and we've done everything we're supposed to do, or do they have to sue?	1
7862855	why restaurants -- every employer should hire...	1
1874404	Yes.	0
3188240	If it's--	1
4115411	Even though it was released for irrigation purposes?	1
4477063	Because as I understood it, the criticism was that he concentrated only on the fringe districts and not the core, but I thought it was the fringe districts that were the problem here.	1
763031	And it's hard to know from your argument the answer to that.	0
9243205	If I may --	1
7695931	in all cases of mental illness as well?	1
3314662	What page?	1
8977347	[Laughter]	1
896171	And do you have any case supporting that proposition?	0
8491755	Here, because there's no give, it does have a punitive feel.	1
5755861	No--	1
1197045	[Laughter]	1
1537627	Well, it might make it necessary for a defendant in such a situation, in order to avoid some kind of summary judgement, to also offer evidence on consumer confusion to try to show there wasn't any.	1
2808669	for it.	1
8687769	That's a pretty low IQ in this case, is it not?	1
5334910	How could Colorado have known about prejudgment interest in an interstate compact dispute?	1
198276	He can't...	1
7746660	to plead  or innocent people to plead guilty? It's crazy.	1
1508041	I take it the problem here is he wasn't given a chance to sign it.	1
6489468	Right.	1
6887924	Yes, I understand that.	1
3019782	when service is to...	1
996564	Right?	0
4364019	That is Levin money.	1
5574279	[Laughter]	1
5787823	criminal law.	1
627463	I... you're just--	1
4292740	Can I ask a clarifying question?	1
59195	Well, I don't think we created a fourth question under Texas statutory law.	1
1136724	Suppose...	1
574459	And the underlying goal of the Ex Post Facto Clause you think is served by adopting your position here?	0
5355039	--I think the kick of the gas tank or the tapping showed it was full, not hollow.	1
6632123	does.	1
6236888	we...	1
4301257	I didn't catch the last word, Mr.... are what?	1
8374791	I know you did.	1
8433672	Well, the rule--	1
191707	And I find it very difficult to understand how appellate review could be applied to such a scheme.	1
8965788	we...	1
597358	It didn't just enter a stay order, as would typically be the case.	0
8634675	Let's talk about the standard of the scope of review under the statute, 706, which says that under the APA the reviewing court will hold unlawful agency action found to be arbitrary, capricious, an abuse of discretion or otherwise not in accordance with law, subsection (A).	1
4082000	Do you know...	1
9475222	nothing in that...	1
5619470	The things below here are not so bad.	1
2436261	Now, was there some change as of 1992 in connection with the fee applicable here?	1
2498243	Is that okay?	1
9629381	But can I...	1
4365870	I think your client asked for summary judgment at the trial court level.	1
2236297	Well, Congress did want patent law to be uniform, didn't it?	0
3737400	Now, it sounds to me when you say all those things that you're really saying, can't settle a class action.	1
1006727	"Is that what would be applied if we had to address the consequence here, of holding it to be a ""weighing"" State?"	0
8410787	What do we do about that?	1
7347051	So if it's easier to use race, we'll just use race, just save ourselves all the trouble.	1
7369457	But they won't make the same decision.	1
8692334	Do we apply the same test?	1
4659885	Counsel, would... would the new Dastar video qualify as a derivative work that would deserve copyright protection on its own?	1
9101828	Nowhere in that does it say that you actually have to sign.	1
6988343	If it were different... if, for example... some counties around the country don't prosecute on cases like this, or maybe the quantity would have to be a little smaller.	1
5862996	Why would it not be wiser for us to say, just to keep the systems running smoothly, look, we are not going to be bound by State court determinations of legislative intent or purpose?	1
8401218	[Inaudible]	1
319366	It's a little odd in this Pittman Act because it... it does in section 8 refer to valuable minerals, but at various other times in the act, it just says minerals.	0
3893974	--than the Ninth Circuit gave it credit for.	1
2164377	Is that your position?	1
6068581	There's simply no...	1
4386493	In the past.	1
2182045	What if the rules were changed so that to be a delegate you didn't have to be a principal, that you were just a parent from the school in question, so there's a representative from each one of the schools?	1
802	And the judge just says the prosecutor's arguments are just that, they're not the law.	0
5400739	Rather than getting into all that, why wouldn't we assume that the States didn't want to unless they said it specifically in the compact?	1
9443689	in this case.   Yes.	1
7308723	that's actually...	1
6585521	categorization on the w- with your precise number...	1
470059	If there's something different about this one, it must stem from the fact that in a very old case what we're talking about are two groups of taxpayers, neither of whom was around at the time, shifting money between each other and stirring up a lot of trouble between their States.	1
5299662	And let me ask you, is it often that roadblocks are set up just to get information like this?	1
5785259	took refers...	1
5722569	In general, what contractors will go into this kind of thing with your fine spun arguments being used against them?	1
1919316	But under--	0
7496942	correct.	1
8884771	Then the argument is that Congress has reserved something and it shouldn't have reserved it.	1
611254	Is that enough?	1
955411	That the employer had no remedial scheme in place or what is it?	0
358268	--as 15 to 20.	0
2757227	Well, yes, it is.	1
334336	Yes, we did.	1
257495	I just didn't know how that worked.	0
8157387	Sure.	1
5360259	And is all of that land practicably irrigable as the...  the cases deal with that term, all 25,000 acres, or some smaller portion of it?	1
951894	Propeller guard?	0
8152248	Well, it may be an unusual way, unless we are going to allow your theory of immunity to become a plenary theory in which there will never be liability, isn't that what we're going to have to do?	1
9357697	Weren't... weren't there some other questions here, like didn't we grant cert on three questions--	1
6413083	I understand.	1
2626989	What's the authority for the burden of proof question?	1
982417	Mr. Cockrill, we'll hear from you.	1
3364338	So your point is that's all we have to decide, whether the fact that it's a fixed return excludes it from the definition of a security?	1
3163216	But you think that's not sufficient?	1
2139646	Well, if we were to conclude that there was a violation of the so-called deliberate elicitation standard, modified or not, then what, with regard to the subsequent conversation of the jail, after the warnings had been given?	0
2063448	Is there any special call made, or is the credit card just submitted to the store and the store processes it and if it's not rejected, it goes through?	0
3189604	So I suppose... if we were to agree with you on the first statement and conclude they were deliberately elicited, we'd have to remand, I suppose--	1
373232	That...  well, that's correct, Your Honor.	0
7220047	Absolutely.	1
1822425	At least, certainly when I practiced law you did.	1
8136962	says.	1
2543941	Even though it was released for irrigation purposes?	1
2570740	You said Ohio is now attainment area.	1
7839960	What the Congress in 1909 and 1910 intended.	1
2816341	Is that constitutional?	1
1532902	Was a FOIA claim open to the respondent here? Could could such information have been sought and obtained theoretically under FOIA?	0
2222103	And why doesn't section 1226 tell the courts to keep hands off?	0
18141	in this way.	1
464346	Yes, Your Honor.	0
6350871	do anything. It's not like a complaint.	1
4683470	There is one exception...	1
3149638	or do they have to...	1
4345011	--That's right, broader.	1
2757645	If, as you say, the... the intent of the legislature is the criterion, why didn't you ask them, why did you vote the way you did?	1
3303412	If you think gender discrimination cases aren't different, you're just wrong.	1
5753186	--Well, in order to ameliorate that possibility, Justice Souter, the Seventh Circuit, for example, has adopted a standard under which it will not decide a claim of ineffectiveness in the defendant's favor unless there's no possible strategic rationale for counsel's decision and, of course, to the extent that there may be a strategic rationale for the counsel's decision, it'll be in the Government's interest to bring that to the court's attention in its appellate briefing, and we haven't seen too many situations in which a court grants a claim of ineffectiveness on direct appeal, but yet there was potentially a strategic rationale for counsel's decision.	1
6363044	Is that still before us?	1
4240900	There must have been some procedure that you were availing yourself of under State law and State court.	1
8866674	Maybe they thought the signature requirement was there but non-jurisdictional.	1
5027169	I I...	1
1271649	[Laughter]	1
3299902	Under what section?	1
2507200	Are there situations where the city or town is particularly aware of traffic problems within the city or a weak bridge or something and that its limitations are needed?	1
6069573	So those funding cases are completely distinguishable...	1
7550834	Would it affect--	1
2664768	--that use the term public health, and then add to the term public health the impact upon the economy.	1
2543017	I just thought it was a little curious that if some means of solving this had been offered, why we're here.	1
656725	Have your...	1
4108364	your brief?	1
5966266	enforcement --	1
4686481	Well, what... how do you read that in coordination with the so-called safe-harbor provision for legal advice and so on?	1
1188135	--some drug-related offense?	0
5444494	We do...	1
2123518	Yeah.	0
355673	Well, apparently that was done.	0
2144409	Right.	1
8654620	drug...	1
6397222	Why don't you simply say that all that Lindh held was that the substantive requirements are governed by a nonretroactive principle, and what nonretroactivity means for the substantive requirements is that you apply them to all cases.	1
5734833	Well, certainly you could, but I would think there would a difference in the kind of squeezing and manipulation that would occur to identify objects within a bag than would occur normally when you just move it to make more room for your own.	1
7389538	Mr.	1
6621967	The burden, of course, is...	1
2117811	I mean, we don't... I don't have a sense for whether it matters.	0
5137169	so that's...	1
1211186	What is your...	1
4868333	But there would be...	1
161210	It's hard to say what claim the Petitioner is making.	0
2221463	question...	1
3504811	large...	1
3456958	I mean, if it turns out that it isn't and that marijuana is getting in the interstate market, that might be a different thing.	1
4559183	Yes, well, we reserved the answer to the question in TLO, whether it would be the same answer if law enforcement were involved.	1
2200242	I mean, it's very confusing.	0
5883660	We know somebody has filed a notice of appeal, but--	1
869788	And if so, what is it?	0
3714316	That allegation has not been made before, has it?	1
7832829	What possible interest would the prison have in prohibiting... assuming you allowed an inmate to provide legal services to another, which sometimes I understand happens, what interest of the prison is there in making sure that it is never done in written form, which the prison can then read?	1
2996017	Justice Breyer, there are situations in which ineffectiveness claims can be raised and resolved on direct appeal, and--	1
4047010	suspicion?	1
968185	And what has happened to this... to Mr. Johnson since the Sixth Circuit decision?	0
1161291	They should be subject to--	0
966557	That's right, Your Honor.	0
3526000	The MSPB --	1
2265322	Well, what event triggers, if you will, the incidence of the tax on the distributor?	1
3379251	But, the standard forum selection clause?	1
5338545	I have some difficulty in adopting a test that this is an irrigation facility.	1
1877649	It is squarely inconsistent with the notion of a broad, flexible, remedial purpose of the securities statutes.	1
2477357	It's here.	1
5483612	Do you--	1
6331968	--Percutaneous.	1
7129913	basically correct?	1
1168588	But that gets me back to my question.	0
6635990	Mm-hmm.	1
854819	And what did they reveal in this area of mitigation?	1
4732993	[Inaudible]	1
4402178	in rule eleven itself that says you cannot look beyond the transcript of the plea hearing itself?	1
3663073	Court, Your Honor.	1
1432539	--is not an aggravated felony?	0
1451451	Wouldn't you like to see it if it went against you?	1
4057544	It was a week later?	1
3375566	But you... you don't seem to mention our holding in Saffle v. Parks which was a much harder, closer case in my view about whether it was dictated by Lockett than your case.	1
6439284	I want to make sure we're together at least on one point.	1
2054403	Would there be a 1983 cause of action, do you suppose?	0
3769917	We've been very insistent that you can't keep it away from adults, although a lot of people think it's addictive and harmful.	1
370334	in the statute...	0
498633	Now, let me ask you this.	0
3427438	And and that the Ninth Circuit felt that because this was a constitutional right that the defendant was h- had that was being withheld from the defendant because of the of the circumstances of this case, that the the district court erroneously presumed that it was prevented from going in a in a in a direction that the Ninth Circuit felt that it could go.	1
3202725	Government re- deprive the prisoner of any benefits or programs if he refuses to e- engage in the program? The the Federal Government doesn't apply the same in- incentive schemes that the State of...	1
5270600	Are... are there separate questions?	1
1681063	Thank you.	0
6071512	a...	1
9288994	--and protects the miner of the hard coal.	1
9566248	Does it show it was a vehicle?	1
3623429	I mean, there is no Iowa law pertaining to slot machines in particular.	1
4153716	Well, but precisely, but that... that shows that there's an added burden here that was added by the State after the conviction.	1
2263015	Thank you.	0
2189649	--Does it depend in part on how we define functionality under the trade dress inquiry?	0
2419180	and the like.	1
785796	--Do you think this was interlocking?	0
9210189	If the entire political process at the state level is subjected to the hard money limits, you're right, Your Honor.	1
1404865	--all we're doing is looking at the statute.	0
8839287	it different...	1
9361018	trick-or-treaters? Do they have to go get a permit?	1
9186751	provision. You can tell by the...	1
6724807	Small compared to the 18 acres.	1
2112977	tenancy by the entirety. It's the marriage that sells it.	1
577675	And we don't have before us any conflict preemption under Section 514?	0
3241192	--I'd like to ask a question, which is these have been very interesting hypotheticals, but are you going to have time to talk about the questions that we granted cert on?	1
2396731	--until the time the suit is filed--	0
575454	Not talking about general limits on contributions?	1
7637198	Does it show it was a vehicle?	1
7353407	[Laughter]	1
1789506	Once the stop is done, once the purpose is done, the justification is done, the person should be free to go.	0
9312322	You mean, this isn't based on smoking and health?	1
5113422	How can they do that?	1
754855	under under manual tasks?	1
223708	Thank you, Mr. Stein.	1
4127244	They can.	1
1271255	[Laughter]	1
5959313	Isn't the difficulty in this case that what you describe as the structure is in effect an instruction that says you may act irrationally and as against that possibility there were at least two avenues open to the court that would have allowed the jury to do just what Penry One required and to do it in a rational way?	1
2299675	That... Justice Breyer, it's correct that it saves time at the stage of collateral review, but the question for procedural default purposes is the effect of the rule at the time of direct appeal, and--	1
832037	Well, what about someone who is truly a dangerous sex offender, who poses a real risk to children in that area?	1
2626970	Nobody went back and said, hey, we don't need this now?	1
7420139	It is squarely inconsistent with the notion of a broad, flexible, remedial purpose of the securities statutes.	1
5357770	Well, Mr. Clement, the... I think it is reasonably clear that Congress spoke very broadly in the Act, and the question, for me, turns on whether Lopez and Morrison dictate some concerns with its application in this context.	1
8906356	Not as to a Federal officer, correct.	1
228403	That is correct, Your Honor.	0
7275414	No, but what I'm saying is, once you allow that, doesn't that have the same corruptive effect as what you're trying to prohibit?	1
4025615	N- n-	1
265676	How are we supposed to decide what's reasonable in California?	0
9349727	I think that this Court has...	1
8306727	Your Honor, I think the Court put it well in Siebold over a century ago when it said, for those activities that had exclusive reference to a state election, the Federal government has no role.	1
465487	It alters the amount of evidence necessary for conviction.	1
1186467	Now, normally we would just defer to that, wouldn't we, and move on to the merits.	0
96033	--I think that's right, but as other members of the Court have suggested, once there's probable cause to stop someone for--	0
697756	And normally we apply strict scrutiny.	0
6440475	Every regulatory measure that goes too far is... is not criminal punishment.	1
7429515	What I was about to say is that to the extent that you change the requirement and allow it to be speculative, the more speculative you can be, the less likely you're required to comply with the securities laws.	1
6239461	Mr. Miller... General Miller, you have four--	1
8552820	Judge...	1
301827	Is that right?	0
4866853	Did you address, on behalf of Stumpf, some allegation that he has to be resentenced?	1
5079319	I'm not a hundred percent sure that's true.	1
1849358	Is that a problem?	0
7642194	Both of those in turn refer to at least state court and in the American Arbitration Association to state or federal court.	1
4250739	factual record...	1
5972290	Even if you sue him in a contract action in California, and you prove what you have represented to us you could prove, i.e., that you performed everything you were obligated to perform, including paying the prevailing wage, even though the findings were that you had proven all of that, the prime contractor still would not be liable to you under the contract, because it was engaged in a dispute with the State?	1
820493	I mean, it... it seems almost that general.	1
5682800	If e- e- e-	1
671677	Well, it seemed to be driven by its very narrow focus on generic drug development.	1
796246	So is getting behind a wheel when you're drunk and turning on the keys.	0
9479202	Prisons has...	1
3473053	Well, that's not true.	1
5354566	Doesn't this statutory language leave that open?	1
9220273	The first half he says is that you look to see whether the underlying claim is a substantial showing of a denial of a constitutional right, but, he says, if the procedural ruling was, you know, rolling off a log, there's no doubt about its correctness, you don't get a certificate of appealability.	1
2260230	This case is about the authority of the Commissioner of Internal Revenue to assess FICA taxes that Congress has imposed on employers.	0
701608	Could we talk about that?	1
104974	Do you agree with--	1
7196682	think that the practice around the country of various towns and cities is to require permits for people to go door to door in residential areas? I think I even live in a community that probably does that.	1
4464507	[Laughter]	1
6376820	I mean, that puts it a little kindly, don't you think?	1
1207972	It also was fed to cattle, which, in turn, went on the interstate market.	1
710473	--That's right, the officer can do that.	0
4069330	using...	1
335707	--That's controverted.	1
266801	Okay.	0
6597481	It could be a waiver of sovereign immunity pursuant in the state's own courts?	1
1334212	Otherwise, it is done.	0
1897552	An immediate arrest would have I think been more of a personal intrusion.	1
3135372	I thought they were given a flyer saying if you...  read this and see if you observed anything that could help us find the hit-and-run driver.	1
6496979	That would not be punitive.	1
7029155	Was there any cross examination of witnesses conducted?	1
2746918	[Laughter]	1
6152390	If it's--	1
5500868	and that's all. And...	1
1862170	And the magistrate had a question as to the credibility of this witness, and if you have a question as to the credibility of the witness then there is not sufficient facts to able to make a determination as to whether in fact there is probable cause.	0
818104	Mr. Draper, could I come back to Justice Souter's question?	1
1655457	four twenty-three A...	1
6449891	But then... then you might--	1
1707924	I mean, there are situations in cases -- we cited this in Footnote 20 of our brief where you have the dog arriving just as the officer is about to give the ticket.	0
5260026	Well, how would...	1
210338	--Yes, Your Honor, that would -- that would.	0
8332411	And therefore, why isn't the appropriate action for you to take, to go back to FERC and say, the number they're claiming under your authority is the wrong number, tell them it's the wrong number?	1
7054712	Now, this may not be...	1
8565908	That's flatly inconsistent with the command in the special issue that because at least ten jurors have a reasonable doubt we must answer no.	1
634402	Well, this statute requires you to make the government's message four times a year.	1
4305071	[Laughter]	1
1572685	I'm asking you what your answer to Justice Ginsburg was, whether you didn't agree whether it was a deceptive contract?	1
5204518	I mean, it's inconceivable to me that they try to run up the number just to run up the number.	1
1498798	Well, do you defend that as the test?	0
784806	But the third question that you raised was... apparently did not incorporate any consideration of the Brecht standard.	0
8128011	Well, Your Honor, bear in mind that the Levin Amendment restricts not just Joe Wealthy's... sending Joe Wealthy's donation.	1
694566	So under your test that's out, too, but we've upheld some of those.	0
3226788	it...	1
8651985	Did the Secretary consider alternatives?	1
2389831	Okay.  Now, what do we...	1
2370769	I mean, it just seems odd whether the delay... call the delay undue or not, the fact is there was a 17 or 18-year delay from the time at which Kansas could have brought this lawsuit.	1
6170157	disciplinary actions...	1
4475849	Is that your position?	1
2455390	--if you, if you, if your clients here had been given the review that has been described to us in the government's brief, by military authorities to determine whether these people are indeed being held as enemy combatants, would you be here if you knew that that review had been provided?	1
1371897	Now, let me ask you this.	0
320905	And it intended fact finding by a preponderance for both upward adjustments and downward.	0
1501424	State law.	1
8482037	This issue?	1
7241973	that it did start around nineteen ninety-two and nineteen ninety-three, and the information that the IRS is gathering on the forms eighty twenty-seven demonstrated the extent of the problem that Congress suspected did exist about substantial underreporting of tip income.	1
963638	all right.	0
7656465	Well, it was suggested in Segura, I guess, as a possible rule.	1
3089912	to say that was compulsion.	1
5720945	Right.	1
3650115	Why is that?	1
1926724	--Well, are you asking us, counsel, to just focus on the bird habitat final rule or to focus on the regulation in 33 Code of Federal Regulations, section 3328.3, defining waters of the United States?	0
2485358	These were customers of a securities firm?	1
2393153	Don't you think this Court would have the power of review and to issue rulings on what the law is so that it would be uniform?	0
1274435	Well, I suppose we don't have to answer all the questions here if we were to find that the interest offset is unconstitutional because it taxes income over which California lacks jurisdiction to tax.	0
7625166	Well, can you sustain a proposition that the facility that should be examined is the Madera Canal in this case?	1
519555	Certainly the Restatement and the view of some of the amici is contrary to yours on this.	0
2170638	Right.	0
1839059	It's not alleged, and that's not the basis of it.	0
1839058	Would it be all right to have the person report every 90 days to have a determination of present dangerousness?	1
5665965	All right.	1
1333548	why the government...	1
6476519	So all right, all right, it says we really, really, really will strike it unless you sign it.	1
8170752	I presume...	1
5483149	That's that's...	1
4855648	But certainly that's what you're arguing.	1
2742797	at that time.	1
5589148	I was curious about that.	1
7928363	and...	1
7088221	I know that the Torres establishes law, but I don't know that any of the others say that you can't cure a defect.	1
3467114	this country.	1
1219283	district court or...	1
212650	Perhaps.	0
6812443	Well, they have a physician's exam and report.	1
522858	Is this the type of statute that... that depends largely on private enforcement to implement it?	0
1038970	The State is simply making a statement that there was a conviction in the past.	1
1783106	Why... why isn't there still an inadequate assistance of counsel claim out there, and why shouldn't the court address that before it gets into the question that it dealt with?	0
2529767	Is that the answer?	1
8054311	the listing...	1
7019787	I... I don't know that viewing it through the lens of a constructive discharge is helpful.	1
6636310	not do so.	1
457705	And what is it here?	0
1880238	Well, if you say that the world we look at is the people using these programs under the Federal law requirements in libraries, then it isn't a public forum.	0
8815591	I think that's just contrary to normal usage.	1
145446	Or do you take the position that they're free to impose shackles in every case, even a traffic offense, if the prosecutor wishes to do it, without any justification?	0
380933	I mean, we're talking about 332, but it's a big, complicated act.	1
5964388	It doesn't say that has to exhaust the grounds on which you are appealing.	1
7850766	"""if you find there any mitigating circumstances in this case. """	1
5035644	No, no.	1
123603	But, this contract does refer to application of the rules of the American Arbitration Association and it makes some reference to the state act.	1
7821958	this...	1
2391405	I would like to know.	1
66821	Right?	0
8147013	They didn't violate that section, did they?	1
923282	But I thought you had assumed that, under the Arizona law, you could rely on the Good Samaritan doctrine--	0
8863424	Can you in one sentence tell me what standard it is you would say public health incorporates?	1
2236821	Yes.	0
557704	The Court of Appeals for the Federal Circuit decision went one way and the Tenth Circuit went another.	0
949195	And you take the position that if you just sell 18 percent of the merchandise is adult, then it doesn't qualify?	1
8066030	--as part of its required consideration of factors in setting?	1
5777929	Yeah, but who would have thought that the legislature was leaving open the date for change by the court?	1
125219	operated as a single store, a single business.	1
2044152	Page twelve of the joint appendix.	1
7305863	And I would have thought it was a much more general proposition, that if the Coast Guard adopted some general regulations in this area, that's enough, and that you wouldn't look to see how closely OSHA's regs matched in every detail the Coast Guard regs.	1
6761048	Mr. Short, did that subject jurisdiction come up when you were in the court of appeals?	1
299124	Well--	0
2085171	Any different result?	0
3708002	I mean, usually these things are done for the self-interest of... of legislators from various districts, and... and as long as there could be a rational... I... I would have... I'm surprised it took you so long to answer that question.	1
7461100	You couldn't belong to one State, because it covered all the States.	1
1564934	Well.	1
8815785	is...	1
8920159	Right.	1
417628	Well, Your Honor, sentencing issues are usually addressed in a plea negotiations, so there usually are not...	0
3361363	So--	1
5556358	Cons-	1
2117853	Is that correct?	1
995666	In this one context, not when courts review laws generally for general elections, but in the context of selection of presidential electors, isn't there a big red flag up there, watch out?	0
